Word,2020-01-01,2021-01-01,2022-01-01,f_star,revised,r
dump,6.3e-07,6.1e-07,1.03e-06,6.2e-07,1.59e-06,0.54368932
greetings,0.0,0.0,0.0,0.0,0.0,
inherited,3.328e-05,3.418e-05,3.795e-05,3.373e-05,3.608e-05,-0.04927536
warming,1.633e-05,1.099e-05,1.231e-05,1.366e-05,1.061e-05,-0.13809911
incomplete,1.633e-05,1.831e-05,1.641e-05,1.732e-05,1.592e-05,-0.02985984
vocals,5.023e-05,4.943e-05,4.513e-05,4.983e-05,4.297e-05,-0.04786173
chronicle,2.951e-05,2.868e-05,3.026e-05,2.909e-05,2.918e-05,-0.03569068
fountain,8.79e-06,8.54e-06,9.23e-06,8.66e-06,1.008e-05,0.09209101
chubby,0.0,0.0,0.0,0.0,0.0,
grave,2.826e-05,2.624e-05,2.411e-05,2.725e-05,2.228e-05,-0.07590212
legitimate,1.821e-05,1.831e-05,2.154e-05,1.826e-05,2.494e-05,0.15784587
biographies,1.193e-05,1.221e-05,1.333e-05,1.207e-05,1.326e-05,-0.00525131
burner,0.0,0.0,0.0,0.0,0.0,
yrs,0.0,0.0,0.0,0.0,0.0,
foo,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
investigator,3.77e-06,3.66e-06,3.08e-06,3.72e-06,3.18e-06,0.03246753
gba,3.77e-06,2.44e-06,2.05e-06,3.1e-06,2.12e-06,0.03414634
plaintiff,2.51e-06,2.44e-06,2.05e-06,2.48e-06,2.12e-06,0.03414634
finnish,1.067e-05,9.15e-06,1.231e-05,9.91e-06,1.061e-05,-0.13809911
gentle,3.14e-06,3.05e-06,2.56e-06,3.1e-06,4.24e-06,0.65625
bm,6.3e-07,6.1e-07,5.1e-07,6.2e-07,0.0,-1.0
prisoners,4.898e-05,4.821e-05,5.026e-05,4.86e-05,4.722e-05,-0.06048548
deeper,8.16e-06,9.76e-06,1.077e-05,8.96e-06,1.645e-05,0.5273909
muslims,2.072e-05,2.014e-05,2.718e-05,2.043e-05,2.6e-05,-0.04341428
hose,0.0,0.0,0.0,0.0,0.0,
mediterranean,8.728e-05,8.605e-05,7.95e-05,8.667e-05,8.064e-05,0.01433962
nightlife,0.0,0.0,5.1e-07,0.0,2.65e-06,4.19607843
footage,2.7e-05,2.99e-05,2.872e-05,2.845e-05,3.183e-05,0.10828691
howto,0.0,0.0,0.0,0.0,0.0,
worthy,5.02e-06,4.88e-06,5.64e-06,4.95e-06,1.59e-06,-0.71808511
reveals,6.28e-06,5.49e-06,5.13e-06,5.89e-06,1.857e-05,2.61988304
architects,2.26e-05,2.38e-05,2.308e-05,2.32e-05,2.175e-05,-0.05762565
saints,2.072e-05,2.136e-05,2.205e-05,2.104e-05,2.228e-05,0.01043084
entrepreneur,5.65e-06,5.49e-06,7.18e-06,5.57e-06,8.49e-06,0.18245125
carries,2.198e-05,2.197e-05,2.257e-05,2.197e-05,1.432e-05,-0.36552946
sig,0.0,0.0,0.0,0.0,0.0,
freelance,8.16e-06,7.32e-06,7.18e-06,7.74e-06,6.9e-06,-0.03899721
duo,2.198e-05,2.197e-05,2.462e-05,2.197e-05,4.085e-05,0.65922015
excessive,1.821e-05,1.648e-05,1.641e-05,1.735e-05,2.387e-05,0.45460085
devon,1.319e-05,1.221e-05,1.026e-05,1.27e-05,1.061e-05,0.03411306
screensaver,0.0,0.0,0.0,0.0,0.0,
helena,1.381e-05,1.343e-05,1.333e-05,1.362e-05,1.379e-05,0.03450863
saves,9.42e-06,9.15e-06,9.74e-06,9.29e-06,9.02e-06,-0.07392197
regarded,0.00020344,0.00020628,0.00020772,0.00020486,0.00037722,0.81600231
valuation,1.26e-06,1.22e-06,1.54e-06,1.24e-06,1.59e-06,0.03246753
unexpected,1.946e-05,1.77e-05,1.539e-05,1.858e-05,3.024e-05,0.96491228
cigarette,1.067e-05,1.099e-05,1.026e-05,1.083e-05,1.061e-05,0.03411306
fog,5.02e-06,4.88e-06,4.62e-06,4.95e-06,4.77e-06,0.03246753
characteristic,3.83e-05,3.723e-05,3.539e-05,3.777e-05,4.934e-05,0.39417915
marion,8.16e-06,7.93e-06,6.67e-06,8.05e-06,6.9e-06,0.03448276
lobby,8.16e-06,7.93e-06,1.128e-05,8.05e-06,8.49e-06,-0.24734043
egyptian,7.786e-05,7.568e-05,7.591e-05,7.677e-05,7.375e-05,-0.02845475
tunisia,5.02e-06,7.93e-06,9.23e-06,6.47e-06,9.02e-06,-0.0227519
metallica,2.198e-05,2.014e-05,1.846e-05,2.106e-05,1.645e-05,-0.10888407
outlined,3.77e-06,4.27e-06,6.15e-06,4.02e-06,1.91e-05,2.10569106
consequently,3.014e-05,2.807e-05,3.129e-05,2.911e-05,0.00013423,3.28986897
headline,3.14e-06,1.22e-06,1.03e-06,2.18e-06,5.3e-07,-0.48543689
treating,7.53e-06,7.93e-06,7.18e-06,7.73e-06,7.43e-06,0.03481894
punch,6.91e-06,6.71e-06,5.64e-06,6.81e-06,5.84e-06,0.03546099
appointments,1.507e-05,1.526e-05,1.333e-05,1.516e-05,1.273e-05,-0.04501125
str,0.0,0.0,0.0,0.0,0.0,
gotta,1.26e-06,6.1e-07,1.03e-06,9.3e-07,1.06e-06,0.02912621
cowboy,1.88e-06,1.83e-06,4.1e-06,1.86e-06,3.18e-06,-0.22439024
narrative,7.472e-05,7.263e-05,7.437e-05,7.368e-05,0.0002154,1.89632916
bahrain,0.0,0.0,0.0,0.0,0.0,
enormous,1.821e-05,1.648e-05,1.744e-05,1.735e-05,2.65e-06,-0.84805046
karma,3.14e-06,4.27e-06,4.1e-06,3.71e-06,3.71e-06,-0.09512195
consist,2.637e-05,2.563e-05,2.616e-05,2.6e-05,3.714e-05,0.41972477
betty,6.28e-06,6.1e-06,5.13e-06,6.19e-06,4.77e-06,-0.07017544
queens,1.067e-05,1.343e-05,1.18e-05,1.205e-05,1.114e-05,-0.0559322
academics,1.507e-05,1.465e-05,1.539e-05,1.486e-05,6.9e-06,-0.55165692
pubs,6.3e-07,6.1e-07,1.54e-06,6.2e-07,1.59e-06,0.03246753
quantitative,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
shemales,0.0,0.0,0.0,0.0,0.0,
lucas,6.28e-06,7.93e-06,1.385e-05,7.11e-06,1.379e-05,-0.00433213
screensavers,0.0,0.0,0.0,0.0,0.0,
subdivision,3.77e-06,3.66e-06,3.59e-06,3.72e-06,3.18e-06,-0.11420613
tribes,4.521e-05,4.516e-05,4.616e-05,4.519e-05,4.934e-05,0.06889081
vip,4.4e-06,3.66e-06,3.08e-06,4.03e-06,3.18e-06,0.03246753
defeat,0.00015572,0.00015624,0.0001513,0.00015598,0.00019577,0.29391937
clicks,6.3e-07,6.1e-07,5.1e-07,6.2e-07,1.06e-06,1.07843137
distinction,2.009e-05,2.136e-05,2.616e-05,2.072e-05,6.685e-05,1.55542813
honduras,1.005e-05,9.15e-06,7.69e-06,9.6e-06,7.96e-06,0.03511053
naughty,3.14e-06,3.05e-06,2.56e-06,3.1e-06,2.65e-06,0.03515625
hazards,5.02e-06,4.88e-06,5.13e-06,4.95e-06,5.31e-06,0.03508772
insured,2.51e-06,2.44e-06,2.05e-06,2.48e-06,2.12e-06,0.03414634
harper,8.16e-06,7.93e-06,1.231e-05,8.05e-06,1.061e-05,-0.13809911
livestock,1.946e-05,1.953e-05,1.641e-05,1.95e-05,1.857e-05,0.13162706
mardi,0.0,0.0,0.0,0.0,0.0,
exemption,2.51e-06,2.44e-06,2.56e-06,2.48e-06,2.12e-06,-0.171875
tenant,4.4e-06,4.88e-06,6.15e-06,4.64e-06,7.43e-06,0.20813008
sustainability,6.3e-07,1.22e-06,1.54e-06,9.3e-07,2.65e-06,0.72077922
cabinets,2.51e-06,3.66e-06,4.62e-06,3.09e-06,3.71e-06,-0.1969697
tattoo,6.3e-07,6.1e-07,0.0,6.2e-07,0.0,
shake,8.16e-06,9.76e-06,6.67e-06,8.96e-06,7.43e-06,0.11394303
algebra,1.256e-05,1.221e-05,1.026e-05,1.239e-05,1.167e-05,0.1374269
shadows,3.77e-06,4.27e-06,3.59e-06,4.02e-06,3.71e-06,0.03342618
holly,5.65e-06,5.49e-06,6.15e-06,5.57e-06,6.37e-06,0.03577236
formatting,0.0,0.0,0.0,0.0,0.0,
silly,0.0,0.0,0.0,0.0,0.0,
nutritional,1.26e-06,1.22e-06,2.56e-06,1.24e-06,1.59e-06,-0.37890625
yea,0.0,0.0,0.0,0.0,0.0,
mercy,1.005e-05,9.76e-06,9.74e-06,9.91e-06,9.55e-06,-0.01950719
hartford,4.4e-06,4.27e-06,4.1e-06,4.33e-06,4.24e-06,0.03414634
freely,1.57e-05,1.526e-05,1.693e-05,1.548e-05,1.698e-05,0.00295334
marcus,2.135e-05,1.831e-05,1.693e-05,1.983e-05,1.698e-05,0.00295334
sunrise,2.51e-06,3.05e-06,4.1e-06,2.78e-06,3.71e-06,-0.09512195
wrapping,6.3e-07,6.1e-07,1.03e-06,6.2e-07,2.65e-06,1.57281553
mild,1.256e-05,1.282e-05,1.282e-05,1.269e-05,1.592e-05,0.24180967
fur,3.83e-05,3.906e-05,3.641e-05,3.868e-05,4.085e-05,0.12194452
nicaragua,8.16e-06,7.93e-06,7.18e-06,8.05e-06,7.43e-06,0.03481894
weblogs,0.0,0.0,0.0,0.0,0.0,
timeline,5.02e-06,4.27e-06,3.59e-06,4.65e-06,1.114e-05,2.10306407
tar,4.4e-06,4.27e-06,3.59e-06,4.33e-06,3.71e-06,0.03342618
belongs,2.072e-05,1.831e-05,1.693e-05,1.951e-05,4.085e-05,1.41287655
rj,0.0,0.0,0.0,0.0,0.0,
readily,2.009e-05,2.075e-05,1.744e-05,2.042e-05,6.9e-06,-0.6043578
affiliation,3.14e-06,3.05e-06,6.15e-06,3.1e-06,9.02e-06,0.46666667
soc,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
fence,2.51e-06,2.44e-06,2.05e-06,2.48e-06,2.12e-06,0.03414634
nudist,0.0,0.0,0.0,0.0,0.0,
infinite,1.005e-05,1.099e-05,1.436e-05,1.052e-05,1.432e-05,-0.00278552
diana,1.88e-06,1.83e-06,2.05e-06,1.86e-06,2.12e-06,0.03414634
ensures,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
relatives,4.898e-05,4.76e-05,4.359e-05,4.829e-05,4.987e-05,0.14406974
lindsay,7.53e-06,7.32e-06,8.21e-06,7.43e-06,7.96e-06,-0.03045067
clan,8.79e-06,9.15e-06,8.72e-06,8.97e-06,1.008e-05,0.1559633
legally,1.381e-05,1.587e-05,1.846e-05,1.484e-05,1.751e-05,-0.05146262
shame,1.26e-06,1.22e-06,2.56e-06,1.24e-06,3.18e-06,0.2421875
satisfactory,1.26e-06,1.83e-06,2.05e-06,1.55e-06,1.59e-06,-0.22439024
revolutionary,9.042e-05,8.727e-05,8.257e-05,8.884e-05,8.064e-05,-0.02337411
bracelets,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
sync,0.0,0.0,5.1e-07,0.0,1.06e-06,1.07843137
civilian,6.342e-05,6.164e-05,5.898e-05,6.253e-05,5.836e-05,-0.01051204
telephony,0.0,0.0,0.0,0.0,0.0,
mesa,5.02e-06,4.88e-06,4.1e-06,4.95e-06,4.24e-06,0.03414634
fatal,2.135e-05,2.38e-05,2.308e-05,2.257e-05,2.334e-05,0.01126516
remedy,1.26e-06,1.22e-06,1.54e-06,1.24e-06,1.59e-06,0.03246753
realtors,0.0,0.0,0.0,0.0,0.0,
breathing,1.256e-05,1.221e-05,1.282e-05,1.239e-05,1.061e-05,-0.1723869
briefly,0.000135,0.00013488,0.00012514,0.00013494,0.00011619,-0.0715199
thickness,3.14e-06,3.66e-06,4.62e-06,3.4e-06,1.114e-05,1.41125541
adjustments,6.3e-07,6.1e-07,2.56e-06,6.2e-07,9.55e-06,2.73046875
graphical,7.53e-06,7.93e-06,7.69e-06,7.73e-06,7.96e-06,0.03511053
genius,1.946e-05,1.77e-05,1.898e-05,1.858e-05,1.539e-05,-0.18914647
discussing,6.91e-06,7.32e-06,7.69e-06,7.12e-06,5.31e-06,-0.30949285
aerospace,9.42e-06,9.76e-06,1.026e-05,9.59e-06,1.061e-05,0.03411306
fighter,8.288e-05,8.239e-05,7.591e-05,8.264e-05,7.587e-05,-0.00052694
meaningful,4.4e-06,4.88e-06,5.13e-06,4.64e-06,5.31e-06,0.03508772
flesh,1.633e-05,1.587e-05,1.59e-05,1.61e-05,1.592e-05,0.00125786
retreat,3.956e-05,4.516e-05,4.821e-05,4.236e-05,6.632e-05,0.37564821
adapted,0.00010925,0.00011413,0.00011335,0.00011169,0.00013688,0.20758712
barely,8.16e-06,7.32e-06,7.69e-06,7.74e-06,2.12e-06,-0.7243173
wherever,4.4e-06,2.44e-06,2.56e-06,3.42e-06,1.59e-06,-0.37890625
estates,3.014e-05,2.929e-05,2.667e-05,2.971e-05,2.759e-05,0.03449569
rug,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
democrat,2.826e-05,2.563e-05,2.308e-05,2.695e-05,2.122e-05,-0.08058925
borough,3.642e-05,3.906e-05,3.795e-05,3.774e-05,3.555e-05,-0.06324111
maintains,1.695e-05,1.526e-05,1.744e-05,1.61e-05,1.804e-05,0.03440367
failing,2.826e-05,2.746e-05,2.718e-05,2.786e-05,2.387e-05,-0.12178072
shortcuts,6.3e-07,6.1e-07,5.1e-07,6.2e-07,0.0,-1.0
ka,2.51e-06,4.88e-06,4.62e-06,3.7e-06,4.77e-06,0.03246753
retained,5.4e-05,5.31e-05,5.334e-05,5.355e-05,5.465e-05,0.02455943
voyeurweb,0.0,0.0,0.0,0.0,0.0,
pamela,3.14e-06,3.05e-06,2.56e-06,3.1e-06,2.65e-06,0.03515625
andrews,6.28e-06,6.1e-06,5.64e-06,6.19e-06,5.31e-06,-0.05851064
marble,1.319e-05,1.465e-05,1.436e-05,1.392e-05,1.486e-05,0.03481894
extending,2.826e-05,2.746e-05,2.718e-05,2.786e-05,7.587e-05,1.79139073
jesse,1.319e-05,1.343e-05,1.333e-05,1.331e-05,1.379e-05,0.03450863
specifies,1.26e-06,1.22e-06,1.03e-06,1.24e-06,3.71e-06,2.60194175
hull,3.202e-05,3.296e-05,3.026e-05,3.249e-05,2.971e-05,-0.01817581
logitech,0.0,0.0,0.0,0.0,0.0,
surrey,2.135e-05,2.075e-05,1.795e-05,2.105e-05,1.804e-05,0.00501393
briefing,6.3e-07,0.0,0.0,3.2e-07,0.0,
belkin,0.0,0.0,0.0,0.0,0.0,
dem,1.26e-06,1.22e-06,1.03e-06,1.24e-06,5.3e-07,-0.48543689
accreditation,1.26e-06,1.22e-06,1.54e-06,1.24e-06,2.12e-06,0.37662338
wav,0.0,0.0,0.0,0.0,0.0,
blackberry,0.0,0.0,0.0,0.0,0.0,
highland,1.319e-05,1.343e-05,1.333e-05,1.331e-05,1.379e-05,0.03450863
meditation,1.26e-06,1.22e-06,4.1e-06,1.24e-06,5.31e-06,0.29512195
modular,1.26e-06,1.22e-06,2.56e-06,1.24e-06,2.65e-06,0.03515625
microphone,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
macedonia,1.57e-05,1.648e-05,1.693e-05,1.609e-05,1.698e-05,0.00295334
combining,1.444e-05,1.526e-05,1.333e-05,1.485e-05,8.49e-06,-0.36309077
brandon,8.16e-06,9.15e-06,7.18e-06,8.66e-06,8.49e-06,0.18245125
instrumental,5.463e-05,5.371e-05,4.872e-05,5.417e-05,6.526e-05,0.33949097
giants,2.198e-05,2.136e-05,1.846e-05,2.167e-05,1.963e-05,0.06338028
organizing,8.79e-06,9.76e-06,1.026e-05,9.28e-06,2.228e-05,1.17153996
shed,6.28e-06,6.1e-06,5.64e-06,6.19e-06,5.31e-06,-0.05851064
balloon,6.28e-06,6.1e-06,5.64e-06,6.19e-06,6.37e-06,0.12943262
moderators,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
winston,1.821e-05,1.77e-05,1.744e-05,1.796e-05,1.857e-05,0.06479358
memo,1.88e-06,1.83e-06,1.54e-06,1.86e-06,1.59e-06,0.03246753
ham,9.42e-06,7.93e-06,9.23e-06,8.68e-06,9.55e-06,0.03466956
solved,5.65e-06,6.1e-06,9.23e-06,5.88e-06,6.37e-06,-0.30985915
tide,1.193e-05,1.16e-05,1.231e-05,1.177e-05,8.49e-06,-0.31031682
kazakhstan,1.88e-06,2.44e-06,2.05e-06,2.16e-06,2.12e-06,0.03414634
hawaiian,4.332e-05,4.333e-05,3.847e-05,4.332e-05,3.714e-05,-0.03457239
standings,3.14e-06,3.05e-06,2.56e-06,3.1e-06,7.43e-06,1.90234375
partition,1.005e-05,9.15e-06,1.231e-05,9.6e-06,1.008e-05,-0.18115353
invisible,6.91e-06,6.71e-06,7.18e-06,6.81e-06,7.96e-06,0.1086351
gratuit,0.0,0.0,0.0,0.0,0.0,
consoles,2.386e-05,2.502e-05,2.359e-05,2.444e-05,1.804e-05,-0.23526918
funk,1.758e-05,1.831e-05,1.795e-05,1.794e-05,1.804e-05,0.00501393
fbi,1.946e-05,1.831e-05,2.103e-05,1.888e-05,1.91e-05,-0.09177366
qatar,1.88e-06,1.83e-06,2.56e-06,1.86e-06,2.65e-06,0.03515625
magnet,6.3e-07,6.1e-07,1.54e-06,6.2e-07,2.12e-06,0.37662338
translations,8.16e-06,7.93e-06,9.74e-06,8.05e-06,1.379e-05,0.41581109
porsche,0.0,0.0,0.0,0.0,0.0,
cayman,8.16e-06,7.32e-06,7.69e-06,7.74e-06,7.43e-06,-0.03381014
jaguar,5.02e-06,5.49e-06,5.64e-06,5.25e-06,4.77e-06,-0.15425532
reel,3.14e-06,3.05e-06,3.59e-06,3.1e-06,3.71e-06,0.03342618
sheer,5.65e-06,4.88e-06,4.1e-06,5.26e-06,2.12e-06,-0.48292683
commodity,1.88e-06,2.44e-06,4.1e-06,2.16e-06,2.65e-06,-0.35365854
posing,1.26e-06,1.22e-06,1.03e-06,1.24e-06,8.49e-06,7.24271845
wang,9.42e-06,9.76e-06,9.23e-06,9.59e-06,9.55e-06,0.03466956
kilometers,5.02e-06,3.66e-06,5.64e-06,4.34e-06,2.547e-05,3.51595745
rp,1.88e-06,1.83e-06,1.54e-06,1.86e-06,1.59e-06,0.03246753
bind,1.256e-05,1.221e-05,9.74e-06,1.239e-05,5.31e-06,-0.45482546
thanksgiving,6.91e-06,6.71e-06,6.15e-06,6.81e-06,6.37e-06,0.03577236
rand,1.381e-05,1.343e-05,1.18e-05,1.362e-05,1.22e-05,0.03389831
hopkins,7.53e-06,7.32e-06,8.72e-06,7.43e-06,8.49e-06,-0.02637615
urgent,1.88e-06,1.22e-06,2.05e-06,1.55e-06,3.71e-06,0.8097561
guarantees,2.51e-06,2.44e-06,3.08e-06,2.48e-06,3.71e-06,0.20454545
infants,8.16e-06,7.93e-06,9.74e-06,8.05e-06,1.22e-05,0.25256674
gothic,3.705e-05,3.601e-05,3.488e-05,3.653e-05,3.608e-05,0.03440367
cylinder,6.28e-06,6.1e-06,5.64e-06,6.19e-06,5.84e-06,0.03546099
witch,1.13e-05,1.099e-05,1.231e-05,1.114e-05,1.326e-05,0.07717303
buck,5.65e-06,5.49e-06,4.1e-06,5.57e-06,4.24e-06,0.03414634
indication,4.4e-06,3.66e-06,3.59e-06,4.03e-06,3.71e-06,0.03342618
eh,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
congratulations,6.3e-07,6.1e-07,5.1e-07,6.2e-07,1.06e-06,1.07843137
tba,0.0,0.0,0.0,0.0,0.0,
cohen,1.256e-05,1.221e-05,1.128e-05,1.239e-05,1.061e-05,-0.05939716
sie,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
usgs,5.02e-06,4.88e-06,4.62e-06,4.95e-06,5.31e-06,0.14935065
puppy,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
kathy,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
acre,5.65e-06,5.49e-06,5.64e-06,5.57e-06,5.84e-06,0.03546099
graphs,0.0,0.0,1.03e-06,0.0,5.3e-07,-0.48543689
surround,9.42e-06,7.93e-06,8.72e-06,8.68e-06,5.84e-06,-0.33027523
cigarettes,1.26e-06,1.22e-06,1.54e-06,1.24e-06,5.3e-07,-0.65584416
revenge,2.763e-05,2.624e-05,2.616e-05,2.693e-05,2.175e-05,-0.16857798
expires,0.0,0.0,1.03e-06,0.0,1.06e-06,0.02912621
enemies,5.149e-05,5.127e-05,5.078e-05,5.138e-05,3.289e-05,-0.35230406
lows,1.88e-06,1.83e-06,2.05e-06,1.86e-06,1.06e-06,-0.48292683
controllers,6.28e-06,6.1e-06,5.13e-06,6.19e-06,4.77e-06,-0.07017544
aqua,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
chen,9.42e-06,1.038e-05,9.74e-06,9.9e-06,9.55e-06,-0.01950719
emma,1.946e-05,1.709e-05,1.846e-05,1.828e-05,1.804e-05,-0.0227519
consultancy,0.0,0.0,0.0,0.0,0.0,
finances,5.65e-06,6.1e-06,6.67e-06,5.88e-06,4.24e-06,-0.36431784
accepts,3.77e-06,3.66e-06,3.59e-06,3.72e-06,2.12e-06,-0.40947075
enjoying,5.02e-06,4.27e-06,4.1e-06,4.65e-06,1.167e-05,1.84634146
conventions,1.695e-05,1.831e-05,1.949e-05,1.763e-05,2.441e-05,0.25243715
eva,8.79e-06,8.54e-06,8.72e-06,8.66e-06,8.49e-06,-0.02637615
patrol,3.077e-05,2.99e-05,3.077e-05,3.034e-05,2.653e-05,-0.13779656
smell,1.381e-05,1.465e-05,1.436e-05,1.423e-05,1.167e-05,-0.18732591
pest,8.16e-06,7.93e-06,7.18e-06,8.05e-06,7.43e-06,0.03481894
hc,3.14e-06,3.05e-06,2.05e-06,3.1e-06,2.12e-06,0.03414634
italiano,0.0,0.0,0.0,0.0,0.0,
coordinates,2.51e-06,1.83e-06,2.56e-06,2.17e-06,3.18e-06,0.2421875
rca,1.005e-05,1.038e-05,1.231e-05,1.021e-05,1.273e-05,0.0341186
fp,2.51e-06,2.44e-06,2.05e-06,2.48e-06,2.12e-06,0.03414634
carnival,5.02e-06,6.1e-06,7.69e-06,5.56e-06,6.9e-06,-0.10273082
roughly,6.53e-05,6.591e-05,7.18e-05,6.56e-05,5.783e-05,-0.19456825
sticker,1.26e-06,6.1e-07,5.1e-07,9.3e-07,5.3e-07,0.03921569
promises,5.65e-06,5.49e-06,4.1e-06,5.57e-06,3.18e-06,-0.22439024
responding,3.77e-06,4.27e-06,4.62e-06,4.02e-06,1.061e-05,1.2965368
reef,1.13e-05,1.099e-05,9.74e-06,1.114e-05,1.061e-05,0.08932238
physically,1.444e-05,1.404e-05,1.333e-05,1.424e-05,8.49e-06,-0.36309077
divide,1.57e-05,1.526e-05,1.539e-05,1.548e-05,1.273e-05,-0.17283951
stakeholders,6.3e-07,6.1e-07,1.03e-06,6.2e-07,1.59e-06,0.54368932
hydrocodone,0.0,0.0,0.0,0.0,0.0,
gst,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
consecutive,9.858e-05,9.46e-05,8.514e-05,9.659e-05,0.00011619,0.36469345
cornell,9.42e-06,1.038e-05,1.693e-05,9.9e-06,1.432e-05,-0.15416421
satin,8.79e-06,8.54e-06,7.18e-06,8.66e-06,5.84e-06,-0.18662953
bon,1.88e-06,3.05e-06,4.1e-06,2.47e-06,4.24e-06,0.03414634
deserve,1.88e-06,1.83e-06,1.03e-06,1.86e-06,1.59e-06,0.54368932
attempting,3.516e-05,3.601e-05,3.641e-05,3.559e-05,3.289e-05,-0.09667674
mailto,0.0,0.0,0.0,0.0,0.0,
promo,6.3e-07,6.1e-07,0.0,6.2e-07,0.0,
jj,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
representations,1.193e-05,1.16e-05,1.231e-05,1.177e-05,2.069e-05,0.68074736
chan,6.28e-06,6.1e-06,6.67e-06,6.19e-06,6.9e-06,0.03448276
worried,5.02e-06,5.49e-06,4.62e-06,5.25e-06,2.12e-06,-0.54112554
tunes,3.77e-06,3.05e-06,4.1e-06,3.41e-06,2.65e-06,-0.35365854
garbage,6.28e-06,6.71e-06,5.64e-06,6.49e-06,4.77e-06,-0.15425532
competing,3.077e-05,3.357e-05,3.744e-05,3.217e-05,6.26e-05,0.67200855
combines,2.135e-05,2.075e-05,1.949e-05,2.105e-05,1.114e-05,-0.42842483
mas,6.3e-07,6.1e-07,1.03e-06,6.2e-07,1.06e-06,0.02912621
beth,8.16e-06,7.93e-06,7.18e-06,8.05e-06,7.43e-06,0.03481894
bradford,1.067e-05,1.16e-05,1.026e-05,1.114e-05,1.167e-05,0.1374269
len,6.28e-06,6.71e-06,5.64e-06,6.49e-06,5.84e-06,0.03546099
phrases,1.005e-05,8.54e-06,9.74e-06,9.29e-06,1.167e-05,0.19815195
kai,1.88e-06,1.83e-06,4.1e-06,1.86e-06,4.24e-06,0.03414634
peninsula,9.23e-05,9.399e-05,9.181e-05,9.314e-05,9.232e-05,0.00555495
chelsea,2.512e-05,3.235e-05,3.026e-05,2.874e-05,3.13e-05,0.0343688
boring,8.79e-06,9.15e-06,7.18e-06,8.97e-06,5.31e-06,-0.26044568
reynolds,7.53e-06,7.32e-06,9.23e-06,7.43e-06,9.02e-06,-0.0227519
dom,1.444e-05,1.526e-05,1.333e-05,1.485e-05,1.432e-05,0.07426857
jill,4.4e-06,3.66e-06,5.64e-06,4.03e-06,5.31e-06,-0.05851064
accurately,7.53e-06,7.93e-06,9.74e-06,7.73e-06,2.069e-05,1.12422998
speeches,1.444e-05,1.404e-05,1.487e-05,1.424e-05,1.539e-05,0.03496974
reaches,3.139e-05,3.113e-05,2.821e-05,3.126e-05,1.857e-05,-0.34172279
schema,0.0,0.0,0.0,0.0,0.0,
considers,1.13e-05,1.282e-05,1.641e-05,1.206e-05,7.96e-06,-0.51492992
sofa,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
catalogs,6.3e-07,6.1e-07,2.05e-06,6.2e-07,2.12e-06,0.03414634
ministries,4.4e-06,4.27e-06,5.64e-06,4.33e-06,2.12e-06,-0.62411348
vacancies,0.0,0.0,2.05e-06,0.0,1.06e-06,-0.48292683
quizzes,6.3e-07,6.1e-07,2.56e-06,6.2e-07,2.12e-06,-0.171875
parliamentary,3.83e-05,3.723e-05,4.616e-05,3.777e-05,4.881e-05,0.05740901
obj,0.0,0.0,0.0,0.0,0.0,
prefix,2.51e-06,2.44e-06,2.56e-06,2.48e-06,2.12e-06,-0.171875
lucia,3.77e-06,4.27e-06,5.13e-06,4.02e-06,5.31e-06,0.03508772
savannah,7.53e-06,6.71e-06,6.15e-06,7.12e-06,4.24e-06,-0.31056911
barrel,5.65e-06,5.49e-06,5.13e-06,5.57e-06,5.31e-06,0.03508772
typing,0.0,0.0,5.1e-07,0.0,1.06e-06,1.07843137
nerve,2.51e-06,3.05e-06,5.13e-06,2.78e-06,4.77e-06,-0.07017544
dans,0.0,1.22e-06,0.0,6.1e-07,0.0,
planets,8.665e-05,8.117e-05,7.642e-05,8.391e-05,7.534e-05,-0.01413243
deficit,6.91e-06,6.71e-06,9.74e-06,6.81e-06,1.008e-05,0.0349076
boulder,4.4e-06,4.27e-06,5.64e-06,4.33e-06,4.77e-06,-0.15425532
pointing,4.4e-06,4.27e-06,4.1e-06,4.33e-06,3.18e-06,-0.22439024
renew,1.88e-06,1.83e-06,4.62e-06,1.86e-06,2.65e-06,-0.42640693
coupled,1.57e-05,1.343e-05,1.333e-05,1.457e-05,3.13e-05,1.34808702
