Word,2020-01-01,2021-01-01,2022-01-01,f_star,revised,r
white,0.00053371,0.00052974,0.00049647,0.00053173,0.00050508,0.01734244
text,8.1e-05,8.178e-05,8.924e-05,8.139e-05,0.00010346,0.15934558
small,0.00057453,0.0005804,0.00053698,0.00057746,0.00048598,-0.0949756
rating,4.019e-05,4.028e-05,4.154e-05,4.023e-05,4.191e-05,0.00890708
rate,6.467e-05,6.225e-05,7.232e-05,6.346e-05,6.526e-05,-0.09762168
government,0.00068127,0.00069208,0.00074932,0.00068667,0.00067008,-0.10574921
children,0.00028318,0.0002728,0.00027644,0.00027799,0.00027695,0.00184488
during,0.00272194,0.00272621,0.00258337,0.00272408,0.00349047,0.3511305
usa,1.758e-05,1.648e-05,2.205e-05,1.703e-05,2.865e-05,0.29931973
return,0.00023735,0.0002368,0.00021644,0.00023708,0.00023185,0.07119756
students,6.467e-05,6.652e-05,7.95e-05,6.559e-05,8.489e-05,0.06779874
v,0.00015258,0.00015196,0.00016053,0.00015227,0.00015121,-0.05805768
shopping,1.067e-05,1.404e-05,1.282e-05,1.235e-05,1.22e-05,-0.04836193
account,7.158e-05,7.263e-05,7.385e-05,7.211e-05,5.571e-05,-0.24563304
times,0.00049604,0.00049373,0.00050416,0.00049489,0.00043611,-0.13497699
sites,7.158e-05,7.446e-05,8.001e-05,7.302e-05,8.011e-05,0.00124984
level,0.00020281,0.00020994,0.000219,0.00020638,0.000191,-0.12785388
digital,4.96e-05,4.943e-05,6.206e-05,4.952e-05,6.048e-05,-0.02545923
profile,4.019e-05,4.028e-05,3.693e-05,4.023e-05,3.183e-05,-0.13809911
previous,0.0002229,0.00022642,0.0002149,0.00022466,0.00018994,-0.11614705
form,0.00036669,0.00036435,0.0004021,0.00036552,0.0002865,-0.28749067
events,0.00020721,0.0002014,0.00020618,0.00020431,0.00025042,0.21456979
love,0.00018335,0.00018797,0.00017746,0.00018566,0.00016288,-0.08215936
old,0.00034472,0.00034299,0.00033491,0.00034386,0.00029658,-0.11444866
john,0.00060215,0.00060115,0.0005975,0.00060165,0.00059421,-0.00550628
main,0.00042634,0.0004382,0.00043697,0.00043227,0.00033212,-0.23994782
call,6.028e-05,5.676e-05,6.155e-05,5.852e-05,4.881e-05,-0.20698619
hours,0.00014944,0.00014708,0.00014361,0.00014826,0.00014378,0.00118376
image,8.288e-05,8.666e-05,8.668e-05,8.477e-05,7.852e-05,-0.09413936
department,0.00013814,0.00013854,0.00013489,0.00013834,0.00012998,-0.03640003
title,0.00034095,0.0003375,0.00032158,0.00033923,0.00045309,0.40894956
description,2.951e-05,2.746e-05,3.231e-05,2.849e-05,2.228e-05,-0.31043021
non,0.00021286,0.00021605,0.00024721,0.00021446,0.0002536,0.02584847
k,7.346e-05,7.751e-05,7.591e-05,7.548e-05,6.685e-05,-0.11935186
y,3.453e-05,3.357e-05,3.898e-05,3.405e-05,4.138e-05,0.06157004
insurance,1.444e-05,1.404e-05,1.693e-05,1.424e-05,1.698e-05,0.00295334
another,0.0002926,0.00029416,0.00030824,0.00029338,0.00030347,-0.01547495
why,2.386e-05,1.953e-05,1.744e-05,2.17e-05,1.167e-05,-0.33084862
shall,5.02e-06,4.88e-06,6.67e-06,4.95e-06,6.9e-06,0.03448276
property,6.97e-05,7.324e-05,8.36e-05,7.147e-05,7.852e-05,-0.06076555
class,0.00041944,0.00041195,0.00037543,0.00041569,0.00038252,0.01888501
cd,2.26e-05,2.258e-05,2.308e-05,2.259e-05,2.281e-05,-0.01169844
still,0.000297,0.00029294,0.0002908,0.00029497,0.0002292,-0.21182944
money,0.00011239,0.0001123,0.00010719,0.00011234,4.191e-05,-0.60901203
quality,9.167e-05,9.155e-05,9.847e-05,9.161e-05,0.00011937,0.21224738
every,0.00012432,0.0001245,0.00014822,0.00012441,0.00012521,-0.15524221
listing,1.57e-05,1.404e-05,1.333e-05,1.487e-05,1.114e-05,-0.16429107
content,7.409e-05,7.69e-05,7.95e-05,7.549e-05,9.921e-05,0.24792453
country,0.00040123,0.00039608,0.00046416,0.00039865,0.00035759,-0.22959755
private,0.00015446,0.00015319,0.00016412,0.00015383,0.00016447,0.00213259
little,0.00033279,0.00033017,0.0003185,0.00033148,0.00022336,-0.29871272
visit,5.274e-05,5.615e-05,5.334e-05,5.444e-05,5.04e-05,-0.05511811
save,4.27e-05,4.272e-05,4.103e-05,4.271e-05,2.6e-05,-0.36631733
tools,1.884e-05,1.77e-05,2.052e-05,1.827e-05,2.228e-05,0.08576998
low,0.00026748,0.00027036,0.00027952,0.00026892,0.00026687,-0.04525615
reply,5.02e-06,5.49e-06,5.64e-06,5.25e-06,2.65e-06,-0.53014184
customer,1.26e-06,2.44e-06,5.13e-06,1.85e-06,5.31e-06,0.03508772
december,0.00052995,0.00051937,0.00049903,0.00052466,0.00050031,0.00256498
compare,5.02e-06,4.88e-06,6.15e-06,4.95e-06,3.71e-06,-0.39674797
movies,2.009e-05,1.892e-05,2.77e-05,1.95e-05,1.539e-05,-0.44440433
include,0.0003309,0.00034421,0.00038415,0.00033756,0.00040746,0.06067942
college,0.00027879,0.00029539,0.00029901,0.00028709,0.00029339,-0.01879536
value,7.912e-05,7.995e-05,7.796e-05,7.954e-05,7.852e-05,0.00718317
article,5.525e-05,5.188e-05,7.437e-05,5.356e-05,6.154e-05,-0.1725158
york,0.00055129,0.00055842,0.00054622,0.00055485,0.00051516,-0.05686353
man,0.00031081,0.00030332,0.00030516,0.00030707,0.00024564,-0.19504522
card,1.444e-05,1.587e-05,3.898e-05,1.515e-05,3.873e-05,-0.00641355
jobs,2.449e-05,2.624e-05,2.718e-05,2.536e-05,2.441e-05,-0.10191317
provide,9.67e-05,9.582e-05,0.00010668,9.626e-05,9.444e-05,-0.11473566
j,0.00012809,0.00013915,0.00014258,0.00013362,0.00012043,-0.15535138
food,0.00016828,0.00017088,0.00016258,0.00016958,0.00014855,-0.08629598
source,0.00011051,0.00011107,0.00011335,0.00011079,0.00010187,-0.10127922
author,0.00013311,0.00013244,0.0001313,0.00013278,0.00011937,-0.09086062
different,0.00027376,0.00027341,0.00031183,0.00027359,0.000191,-0.38748677
press,0.00015509,0.00015685,0.0001754,0.00015597,0.00011035,-0.37086659
u,0.00066871,0.00063898,0.00064931,0.00065385,0.00075232,0.15864533
learn,1.381e-05,1.343e-05,1.282e-05,1.362e-05,8.49e-06,-0.33775351
sale,6.028e-05,5.798e-05,5.744e-05,5.913e-05,5.465e-05,-0.04857242
around,0.00060843,0.00061762,0.00061597,0.00061303,0.0006531,0.06027891
print,4.835e-05,4.821e-05,4.77e-05,4.828e-05,4.032e-05,-0.15471698
course,0.00010674,0.00010375,9.95e-05,0.00010524,7.215e-05,-0.27487437
job,3.705e-05,3.662e-05,3.436e-05,3.683e-05,2.069e-05,-0.39784633
canada,0.0002769,0.00028074,0.0002908,0.00027882,0.00029551,0.0161967
process,0.00014756,0.00014586,0.00016515,0.00014671,0.00016924,0.02476536
teen,1.57e-05,1.77e-05,1.744e-05,1.67e-05,1.698e-05,-0.02637615
room,5.023e-05,5.31e-05,5.437e-05,5.167e-05,5.04e-05,-0.07301821
stock,3.139e-05,3.174e-05,4.513e-05,3.157e-05,3.979e-05,-0.11832484
training,0.00027376,0.00027341,0.00025131,0.00027359,0.0002674,0.06402451
too,0.00011867,0.00011657,0.00011488,0.00011762,7.905e-05,-0.31189067
credit,3.265e-05,3.54e-05,3.847e-05,3.403e-05,3.236e-05,-0.15882506
point,0.00025367,0.0002545,0.00024362,0.00025409,0.00023822,-0.02216567
join,5.274e-05,5.554e-05,5.539e-05,5.414e-05,5.252e-05,-0.05181441
science,0.00035476,0.00034482,0.00035594,0.00034979,0.00033584,-0.05647019
men,0.00031834,0.000332,0.00032363,0.00032517,0.00023026,-0.28850848
categories,1.13e-05,1.16e-05,1.18e-05,1.145e-05,1.645e-05,0.3940678
advanced,6.656e-05,6.713e-05,6.924e-05,6.685e-05,0.00015227,1.19916233
west,0.00057327,0.0005804,0.0005893,0.00057683,0.00053108,-0.09879518
sales,0.000135,0.00013366,0.00012566,0.00013433,0.00015545,0.23706828
look,3.328e-05,3.357e-05,3.231e-05,3.342e-05,1.486e-05,-0.54008047
english,0.00079617,0.00079339,0.00082933,0.00079478,0.0008059,-0.02825172
left,0.00040751,0.00041012,0.0004021,0.00040881,0.00030188,-0.24924148
team,0.00071455,0.00072321,0.00068264,0.00071888,0.0006982,0.02279386
estate,7.221e-05,7.141e-05,7.283e-05,7.181e-05,8.277e-05,0.13648222
box,8.037e-05,8.056e-05,7.95e-05,8.046e-05,8.277e-05,0.04113208
conditions,0.00012181,0.00011901,0.00012617,0.00012041,0.00016288,0.29095665
select,1.57e-05,1.709e-05,1.744e-05,1.64e-05,2.918e-05,0.67316514
windows,9.481e-05,9.277e-05,0.00010463,9.379e-05,0.0001077,0.02934149
photos,5.65e-06,4.88e-06,4.62e-06,5.26e-06,1.06e-06,-0.77056277
gay,5.023e-05,4.821e-05,3.744e-05,4.922e-05,3.449e-05,-0.07879274
thread,1.88e-06,1.22e-06,1.03e-06,1.55e-06,1.06e-06,0.02912621
week,0.00012181,0.00012206,0.00011335,0.00012193,0.00011035,-0.0264667
category,0.00013186,0.00012389,0.00012053,0.00012788,0.00012786,0.06081473
note,2.7e-05,2.502e-05,2.564e-05,2.601e-05,3.077e-05,0.200078
live,0.000243,0.00024351,0.00024875,0.00024326,0.00019896,-0.2001608
large,0.00077357,0.00076959,0.00074778,0.00077158,0.00048121,-0.35648185
gallery,7.974e-05,7.812e-05,6.719e-05,7.893e-05,6.632e-05,-0.01294836
table,4.709e-05,5.371e-05,5.744e-05,5.04e-05,4.934e-05,-0.14101671
register,5.714e-05,5.981e-05,5.744e-05,5.847e-05,5.889e-05,0.02524373
however,0.00049792,0.00048092,0.00049031,0.00048942,0.00144786,1.95294813
june,0.00056008,0.0005572,0.0005375,0.00055864,0.00053373,-0.00701395
october,0.00064234,0.00064143,0.00061648,0.00064189,0.00061543,-0.00170322
november,0.00060906,0.0005987,0.00057237,0.00060388,0.00057458,0.00386114
market,9.418e-05,9.216e-05,0.0001195,9.317e-05,0.00010929,-0.08543933
library,9.544e-05,9.948e-05,9.899e-05,9.746e-05,9.497e-05,-0.04061016
really,8.16e-06,9.15e-06,8.21e-06,8.66e-06,4.77e-06,-0.41900122
action,0.00036292,0.00036618,0.00034876,0.00036455,0.00026633,-0.23635165
start,0.0001419,0.00014342,0.00013335,0.00014266,6.367e-05,-0.52253468
series,0.00135751,0.00132984,0.00129502,0.00134367,0.00124944,-0.03519637
model,8.288e-05,7.812e-05,9.693e-05,8.05e-05,8.754e-05,-0.09687403
features,0.00028946,0.00029172,0.00027747,0.00029059,0.00064568,1.32702635
air,0.00061032,0.00060359,0.00055853,0.00060695,0.00055814,-0.00069826
industry,0.000189,0.00019896,0.00021644,0.00019398,0.00021487,-0.00725374
plan,9.418e-05,9.093e-05,9.642e-05,9.255e-05,7.958e-05,-0.17465256
human,0.00023169,0.00023069,0.0002708,0.00023119,0.00027376,0.01093058
provided,0.00017267,0.00017027,0.00016925,0.00017147,0.00017826,0.05323486
tv,6.216e-05,5.859e-05,6.462e-05,6.038e-05,5.836e-05,-0.09687403
yes,1.26e-06,1.83e-06,4.1e-06,1.55e-06,4.24e-06,0.03414634
required,0.00010486,0.00010375,0.00011027,0.0001043,8.966e-05,-0.18690487
second,0.00121812,0.00121633,0.00118937,0.00121723,0.00108338,-0.08911441
hot,0.0001237,0.00012816,0.00011848,0.00012593,0.00011619,-0.01932816
accessories,3.77e-06,2.44e-06,2.56e-06,3.1e-06,3.71e-06,0.44921875
cost,7.598e-05,7.446e-05,8.155e-05,7.522e-05,5.889e-05,-0.27786634
movie,5.651e-05,5.004e-05,4.667e-05,5.328e-05,4.191e-05,-0.10199271
forums,0.0,6.1e-07,2.05e-06,3e-07,1.59e-06,-0.22439024
march,0.00053748,0.00053767,0.0005216,0.00053757,0.00051834,-0.00625
la,0.00011365,0.00011352,0.00011027,0.00011359,0.00011088,0.00553188
september,0.00067122,0.00067438,0.00065136,0.0006728,0.00065576,0.0067551
better,0.00011302,0.0001123,0.00010668,0.00011266,4.828e-05,-0.54743157
say,2.826e-05,2.624e-05,2.718e-05,2.725e-05,1.698e-05,-0.37527594
questions,2.951e-05,2.868e-05,3.18e-05,2.909e-05,3.024e-05,-0.0490566
july,0.00057013,0.00056636,0.00055391,0.00056824,0.00054806,-0.01056128
yahoo,1.88e-06,1.22e-06,2.56e-06,1.55e-06,5.3e-07,-0.79296875
going,5.463e-05,5.31e-05,5.59e-05,5.387e-05,3.13e-05,-0.44007156
medical,0.00011302,0.00011046,0.00012155,0.00011174,0.00012627,0.03883176
test,0.00026686,0.00026792,0.00026413,0.00026739,0.00025254,-0.04387991
friend,9.921e-05,9.643e-05,9.181e-05,9.782e-05,8.595e-05,-0.06382747
come,8.163e-05,7.751e-05,8.052e-05,7.957e-05,5.783e-05,-0.28179334
dec,3.14e-06,3.05e-06,2.56e-06,3.1e-06,1.59e-06,-0.37890625
server,1.88e-06,1.83e-06,6.15e-06,1.86e-06,5.31e-06,-0.13658537
pc,1.758e-05,1.831e-05,2.257e-05,1.794e-05,2.069e-05,-0.08329641
study,0.00012872,0.00012877,0.00013643,0.00012874,0.00010929,-0.19892985
application,2.009e-05,1.953e-05,2.513e-05,1.981e-05,3.342e-05,0.3298846
cart,1.26e-06,1.22e-06,2.05e-06,1.24e-06,3.18e-06,0.55121951
staff,0.00018021,0.00017699,0.00015951,0.0001786,0.00014908,-0.06538775
articles,3.579e-05,3.54e-05,4e-05,3.56e-05,3.873e-05,-0.03175
san,0.00014944,0.00015013,0.00016669,0.00014978,0.00016712,0.00257964
feedback,1.256e-05,1.099e-05,1.128e-05,1.177e-05,2.122e-05,0.88120567
again,0.00026497,0.00027219,0.00027849,0.00026858,0.00019789,-0.28941793
play,0.00032965,0.00034543,0.00032773,0.00033754,0.00026687,-0.18570164
looking,4.395e-05,4.211e-05,4.052e-05,4.303e-05,2.281e-05,-0.43706811
issues,0.00014316,0.00014769,0.00013796,0.00014542,0.00023662,0.71513482
april,0.00054188,0.00053218,0.00051185,0.00053703,0.00051728,0.01060858
never,0.00026121,0.00025694,0.00024516,0.00025907,0.00018145,-0.2598711
users,8.79e-06,8.54e-06,1.487e-05,8.66e-06,1.857e-05,0.24882313
complete,0.00018397,0.00018004,0.00016617,0.00018201,0.00015916,-0.04218571
street,0.00018083,0.00019469,0.00019079,0.00018776,0.00018145,-0.04895435
topic,1.444e-05,1.526e-05,1.436e-05,1.485e-05,2.6e-05,0.81058496
comment,7.53e-06,7.32e-06,7.18e-06,7.43e-06,2.65e-06,-0.63091922
financial,0.00012558,0.00012511,0.00013232,0.00012535,0.0001841,0.39132406
things,2.951e-05,3.052e-05,3.231e-05,3.001e-05,1.751e-05,-0.45806252
working,0.00016765,0.00017271,0.00017028,0.00017018,0.00012627,-0.25845666
against,0.0008081,0.00080193,0.00079291,0.00080501,0.00086585,0.09199026
standard,0.0001036,0.00010314,0.00013027,0.00010337,0.00012892,-0.01036309
tax,3.83e-05,3.723e-05,7.539e-05,3.777e-05,7.534e-05,-0.00066322
person,0.0001507,0.00014159,0.00015643,0.00014615,0.00010399,-0.33522982
below,8.288e-05,8.3e-05,8.309e-05,8.294e-05,6.101e-05,-0.26573595
mobile,4.144e-05,4.211e-05,4.308e-05,4.177e-05,4.191e-05,-0.02715877
less,0.00025304,0.00025266,0.00027029,0.00025285,0.00025148,-0.06959192
got,2.574e-05,2.624e-05,2.975e-05,2.599e-05,2.175e-05,-0.26890756
blog,2.51e-06,3.66e-06,5.13e-06,3.09e-06,2.65e-06,-0.4834308
party,0.00043953,0.0004327,0.00046621,0.00043611,0.00045362,-0.027005
payment,1.821e-05,1.831e-05,2.359e-05,1.826e-05,2.069e-05,-0.12293345
equipment,6.091e-05,6.225e-05,6.565e-05,6.158e-05,6.101e-05,-0.07067784
login,0.0,0.0,0.0,0.0,0.0,
student,5.086e-05,5.127e-05,5.539e-05,5.106e-05,5.146e-05,-0.07095144
let,1.633e-05,1.587e-05,1.436e-05,1.61e-05,1.167e-05,-0.18732591
programs,6.091e-05,5.554e-05,6.616e-05,5.822e-05,6.897e-05,0.04247279
offers,2.951e-05,3.052e-05,2.975e-05,3.001e-05,6.844e-05,1.3005042
legal,0.00011742,0.0001184,0.0001395,0.00011791,0.00017614,0.26265233
above,0.00013437,0.00013671,0.00013745,0.00013554,0.00010611,-0.22801019
recent,0.00012307,0.00012023,0.00012617,0.00012165,0.00014166,0.12277086
park,0.00053748,0.0005334,0.00051647,0.00053544,0.00051092,-0.01074603
stores,9.42e-06,1.038e-05,1.385e-05,9.9e-06,1.008e-05,-0.27220217
side,0.00025493,0.00027402,0.00026413,0.00026448,0.00021487,-0.18649907
act,0.00026686,0.00026609,0.00027542,0.00026648,0.00025891,-0.05994481
problem,4.207e-05,3.967e-05,5.129e-05,4.087e-05,2.441e-05,-0.52407877
red,0.00039118,0.00038693,0.00038671,0.00038906,0.00039526,0.02210959
give,6.907e-05,7.324e-05,7.847e-05,7.115e-05,2.6e-05,-0.66866318
memory,4.395e-05,4.15e-05,4.718e-05,4.272e-05,4.35e-05,-0.07799915
performance,0.00019276,0.00019713,0.00019182,0.00019494,0.00023556,0.22802627
social,0.00020532,0.00021238,0.00025952,0.00020885,0.00027323,0.0528283
q,1.319e-05,1.465e-05,1.333e-05,1.392e-05,1.379e-05,0.03450863
august,0.00064485,0.00063105,0.00060366,0.00063795,0.00060748,0.00632807
quote,1.633e-05,1.404e-05,1.641e-05,1.519e-05,4.24e-06,-0.74162096
language,0.00014504,0.00015135,0.00021644,0.00014819,0.00019524,-0.09794862
story,0.00047469,0.00047725,0.00043954,0.00047597,0.00032257,-0.26611912
sell,4.772e-05,4.638e-05,4.462e-05,4.705e-05,3.926e-05,-0.1201255
options,1.319e-05,1.404e-05,1.282e-05,1.362e-05,2.441e-05,0.90405616
experience,8.602e-05,8.544e-05,8.668e-05,8.573e-05,0.00012733,0.46896631
rates,2.763e-05,2.929e-05,3.026e-05,2.846e-05,4.828e-05,0.59550562
create,0.00010549,0.00010924,0.00010924,0.00010736,0.00017402,0.59300622
key,0.00012056,0.00012206,0.00013181,0.00012131,0.00027748,1.10515135
body,0.00028695,0.00028196,0.00028824,0.00028445,0.00027642,-0.04100749
young,0.0003623,0.00035153,0.00032158,0.00035692,0.00030719,-0.04474781
america,0.00043576,0.00042904,0.00042159,0.0004324,0.00042019,-0.00332076
important,0.00035351,0.00035275,0.00035491,0.00035313,7.905e-05,-0.77726748
field,0.00028444,0.00028745,0.00027849,0.00028595,0.00025678,-0.07795612
few,0.00039997,0.00039364,0.00037902,0.0003968,0.00027005,-0.28750462
east,0.00057201,0.00057124,0.00058981,0.00057162,0.00051251,-0.13105915
paper,5.714e-05,5.493e-05,6.514e-05,5.604e-05,5.571e-05,-0.14476512
single,0.00046276,0.0004565,0.00045133,0.00045963,0.0004568,0.01211974
ii,0.00071204,0.00070062,0.00069034,0.00070633,0.00078043,0.13050091
age,0.00050169,0.00050167,0.00050262,0.00050168,0.00054275,0.07984163
activities,9.984e-05,9.765e-05,0.0001036,9.875e-05,0.00015386,0.48513514
club,0.00038302,0.00039303,0.00039235,0.00038802,0.00036661,-0.06560469
example,0.00012872,0.00012999,0.00015438,0.00012935,6.897e-05,-0.55324524
girls,3.077e-05,3.113e-05,3.488e-05,3.095e-05,3.183e-05,-0.08744266
additional,0.00012118,0.00012877,0.0001354,0.00012497,0.00036077,1.66447563
password,1.26e-06,1.22e-06,1.03e-06,1.24e-06,5.3e-07,-0.48543689
z,2.135e-05,2.014e-05,2e-05,2.074e-05,2.016e-05,0.008
latest,1.821e-05,2.014e-05,2.257e-05,1.917e-05,1.645e-05,-0.2711564
something,2.386e-05,2.014e-05,2e-05,2.2e-05,9.02e-06,-0.549
road,0.00026058,0.00026487,0.00024618,0.00026273,0.00022389,-0.0905435
gift,1.067e-05,1.038e-05,1.282e-05,1.053e-05,1.167e-05,-0.08970359
question,3.767e-05,3.845e-05,3.744e-05,3.806e-05,2.653e-05,-0.29139957
changes,0.00015635,0.00015441,0.00016669,0.00015538,0.00014272,-0.14379987
night,0.00017581,0.00017455,0.00016515,0.00017518,0.00016182,-0.02016349
ca,1.005e-05,9.15e-06,8.21e-06,9.6e-06,1.59e-06,-0.80633374
hard,6.907e-05,7.812e-05,8.616e-05,7.36e-05,6.314e-05,-0.26717734
texas,0.00018523,0.00018309,0.00018618,0.00018416,0.00018781,0.00875497
oct,6.3e-07,0.0,0.0,3.2e-07,0.0,
pay,7.284e-05,7.141e-05,6.616e-05,7.213e-05,5.199e-05,-0.21417775
four,0.00089727,0.00090813,0.00087241,0.0009027,0.00088761,0.017423
poker,3.77e-06,4.27e-06,4.1e-06,4.02e-06,3.71e-06,-0.09512195
status,0.00018272,0.0001837,0.00017181,0.00018321,0.00025148,0.46370991
browse,6.3e-07,1.22e-06,5.1e-07,9.3e-07,0.0,-1.0
issue,0.00015446,0.00015013,0.00014668,0.00015229,0.00012839,-0.12469321
range,0.00035539,0.00035642,0.00035748,0.00035591,0.00034698,-0.02937227
building,0.00031332,0.00034604,0.00037902,0.00032968,0.00028013,-0.26090971
seller,8.79e-06,8.54e-06,8.21e-06,8.66e-06,7.96e-06,-0.03045067
court,0.00033467,0.00033322,0.00033696,0.00033394,0.00032257,-0.04270537
february,0.00042634,0.0004205,0.00040723,0.00042342,0.00040269,-0.01114849
always,6.091e-05,5.981e-05,6.616e-05,6.036e-05,3.024e-05,-0.54292624
result,0.00026434,0.00026853,0.00026926,0.00026643,0.00016606,-0.38327267
audio,2.26e-05,2.441e-05,3.077e-05,2.35e-05,3.077e-05,0.0
light,0.00025932,0.00026243,0.00025593,0.00026088,0.00025891,0.01164381
write,5.965e-05,5.981e-05,5.693e-05,5.973e-05,3.183e-05,-0.44089232
war,0.00255303,0.00253824,0.00245464,0.00254564,0.00235616,-0.04011994
nov,6.3e-07,6.1e-07,1.54e-06,6.2e-07,1.06e-06,-0.31168831
offer,3.202e-05,3.235e-05,3.334e-05,3.219e-05,5.04e-05,0.51169766
blue,0.0001959,0.00020079,0.00020105,0.00019834,0.00020479,0.01860234
groups,0.00019088,0.00018858,0.00020823,0.00018973,0.00020691,-0.00633914
al,0.00027,0.00026548,0.00026465,0.00026774,0.00025042,-0.05376913
easy,2.323e-05,2.014e-05,2.103e-05,2.168e-05,1.963e-05,-0.06657156
given,0.00025869,0.0002606,0.00024772,0.00025964,8.595e-05,-0.65303569
files,3.328e-05,3.235e-05,2.975e-05,3.282e-05,2.6e-05,-0.12605042
event,0.00025116,0.00025511,0.00025798,0.00025314,0.00029233,0.13314986
release,0.00040562,0.00040646,0.00038209,0.00040604,0.00042072,0.10110183
analysis,6.153e-05,6.469e-05,6.924e-05,6.311e-05,6.897e-05,-0.00389948
request,3.265e-05,3.296e-05,3.282e-05,3.281e-05,3.608e-05,0.09932968
fax,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
china,0.00016576,0.00016295,0.00019387,0.00016436,0.00018622,-0.03945943
making,0.00031206,0.00031003,0.00032209,0.00031105,0.00046423,0.44130523
picture,5.714e-05,5.432e-05,5.283e-05,5.573e-05,3.555e-05,-0.32708688
needs,2.512e-05,2.319e-05,2.616e-05,2.416e-05,2.6e-05,-0.00611621
possible,0.00012495,0.00013121,0.00014412,0.00012808,7.109e-05,-0.5067305
might,7.158e-05,6.774e-05,7.078e-05,6.966e-05,7.428e-05,0.049449
professional,0.00026121,0.00027647,0.00027952,0.00026884,0.00028225,0.00976674
yet,8.414e-05,8.422e-05,8.309e-05,8.418e-05,0.00017402,1.09435552
month,0.00015383,0.00015074,0.00013796,0.00015228,0.00013953,0.01138011
